premise,hypothesis,label
"The heart of the city is Viejo Madrid, Old Madrid, a largely 16th-century city built upon the layout of narrow, winding streets of an old Moorish settlement.",Old Madrid does not contain any narrow streets. ,0
because once you get it what are you going to do with it if it if it's too hot,You cannot even return it if it's too hot.,1
kids drawing something on paper,There are kids drawing.,1
uh with my daughter and with my son they both have different interests in books but um they they uh they do read them um i have some books on on health that i read all the time one's on vitamins that are good for you and that kind of thing but yeah i i'm,My family does not read books. ,0
"The salamander suddenly broke from Dave's chest, glowing brighter as it rose toward the face of the attacker.",The salamander was fighting back,1
A musical instrument is an instrument created to make musical sounds.,A musical instrument is an instrument created or adapted to make musical sounds.,1
In 1826 Richard Barrett won a800 in a competition when the house's entryway was selected as the best mile of macadam road in Jamaica.,Entryway to Richard Barrett's house was nothing special.,0
It is like hammering water.,It is not in any way like hammering water.,0
He sat for a moment in silence.,"Standing, he let out a harsh yell. ",0
Such assumptions tend to moderate the effect of changes in national saving in our simulations.,There is no moderation of changes in national saving. ,1
" ""Get rid of him one way or another, Trinfan.","""Please keep him by your side, Trinfan",0
A brilliant duelist.,He was very bad at dueling.,0
"Except in winter, Ribeira Brava's river is more of a tame trickle.",The river often floods in the winter.,1
because we don't always read the newspaper sometimes it just sits around for a while and then we just chuck it,We save all of our old newspapers whether we read them or not.,0
"The square is the site of the Ayuntamiento (Town Hall), with a beautiful Baroque faaade designed in the 18th century by Lorenzo Chapuli, a local architect.",Lorenzo Chapuli designed the local church in the Gothic style.,0
yeah that's the only one that i you know i see you know i see uh you know early on that that that says  it says you there,That's the only one I know that gives the warning.,1
"The local population of St. Elizabeth Parish still makes a living from fishing, and their wooden boats rest high on the dark, volcanic sand.",The boats that the people use for fishing cannot touch the sand.,0
Acute Effects of Summer Air Pollution on Respiratory Symptom Reporting in Children American Journal of Respiratory Critical Care,No acute effects of summer air pollution is reported in the American Journal of Respiratory Critical Care.,0
"In addition, OSI's work involves law enforcement-related issues or programs.",Law enforcement programs are outside the domain of the OSI.,0
"That's been annoying for you and your friends, I reckon.",It has been an annoyance for me as well.,1
that um you know with my i've got quite enough of an investment in my photography equipment,I wish I hadn't spent so much money on equipment. ,1
A child rides a unicycle while a crowd watches.,A child is riding a bicycle on a sidewalk.,0
A teenage girl stands in a large industrial garage with two boys sitting in the background.,A few kids are going down a slide at the playground.,0
The funds are part of about $2.,The funds are part of $7.,0
"Judith, it's been great doing this piece of work (as the button men would say) with you.","You were my favorite to work with, Judith.",1
"Parker was the director for all episodes, and Robert Lopez was the writer in this eleventh episode for the fifteenth season.","Parker was the director and writer for all episodes, and Robert Lopez was the writer in this eleventh episode for the fifteenth season.",1
